2	7517924.099	4692685.906	615.595	PERDHESA
5	7517928.442	4692673.07	615.542	PERDHESA
6	7517929.817	4692673.526	615.819	PERDHESA
7	7517929.96	4692673.282	615.827	PERDHESA
8	7517930.299	4692672.969	615.83	PERDHESA
9	7517930.745	4692672.769	615.822	PERDHESA
10	7517931.222	4692672.732	615.829	PERDHESA
11	7517931.605	4692672.797	615.841	PERDHESA
16	7517943.12	4692676.654	616.694	PERDHESA
17	7517945.291	4692678.679	616.702	PERDHESA
18	7517953.466	4692680.046	618.238	PERDHESA
19	7517928.702	4692677.272	615.863	PERDHESA
20	7517927.108	4692676.978	616.421	PERDHESA
34	7517953.719	4692687.347	616.383	PERDHESA
35	7517955.895	4692681.023	615.775	PERDHESA
36	7517953.416	4692680.196	618.398	PERDHESA
37	7517945.691	4692677.522	617.205	PERDHESA
38	7517942.705	4692677.919	616.7	PERDHESA
58	7517951.33	4692686.506	615.367	PERDHESA
59	7517951.979	4692687.14	615.358	PERDHESA
60	7517952.076	4692688.124	615.351	PERDHESA
61	7517950.185	4692693.492	615.561	PERDHESA
62	7517949.556	4692694.117	615.569	PERDHESA
63	7517948.53	4692694.158	615.562	PERDHESA
